Phase,Compo1,Compo2,Compo3,Compo4,Compo5,Compo6,Compo7,Compo8,Eea (ev)_x,I1 (ev)_x,I2 (ev)_x,Tm (K)_x,AW_x,AN_x,Rm (nm)_x,Rc (nm)_x,Gp_x,P_x,VEC_x,sVEC_x,pVEC_x,dVEC_x,XP_x,XM_x,Cp (J/molK)_x,K (W/m)/K 300K_x,W_x,D_x,Hf (kJ/mol)_x,LP_x,Tb (K)_x,Element_y,Eea (ev)_y,I1 (ev)_y,I2 (ev)_y,Tm (K)_y,AW_y,AN_y,Rm (nm)_y,Rc (nm)_y,Gp_y,P_y,VEC_y,sVEC_y,pVEC_y,dVEC_y,XP_y,XM_y,Cp (J/molK)_y,K (W/m)/K 300K_y,W_y,D_y,Hf (kJ/mol)_y,LP_y,Tb (K)_y,Eea (ev)_x,I1 (ev)_x,I2 (ev)_x,Tm (K)_x,AW_x,AN_x,Rm (nm)_x,Rc (nm)_x,Gp_x,P_x,VEC_x,sVEC_x,pVEC_x,dVEC_x,XP_x,XM_x,Cp (J/molK)_x,K (W/m)/K 300K_x,W_x,D_x,Hf (kJ/mol)_x,LP_x,Tb (K)_x,Element_y,Eea (ev)_y,I1 (ev)_y,I2 (ev)_y,Tm (K)_y,AW_y,AN_y,Rm (nm)_y,Rc (nm)_y,Gp_y,P_y,VEC_y,sVEC_y,pVEC_y,dVEC_y,XP_y,XM_y,Cp (J/molK)_y,K (W/m)/K 300K_y,W_y,D_y,Hf (kJ/mol)_y,LP_y,Tb (K)_y,Eea (ev)_x,I1 (ev)_x,I2 (ev)_x,Tm (K)_x,AW_x,AN_x,Rm (nm)_x,Rc (nm)_x,Gp_x,P_x,VEC_x,sVEC_x,pVEC_x,dVEC_x,XP_x,XM_x,Cp (J/molK)_x,K (W/m)/K 300K_x,W_x,D_x,Hf (kJ/mol)_x,LP_x,Tb (K)_x,Element_y,Eea (ev)_y,I1 (ev)_y,I2 (ev)_y,Tm (K)_y,AW_y,AN_y,Rm (nm)_y,Rc (nm)_y,Gp_y,P_y,VEC_y,sVEC_y,pVEC_y,dVEC_y,XP_y,XM_y,Cp (J/molK)_y,K (W/m)/K 300K_y,W_y,D_y,Hf (kJ/mol)_y,LP_y,Tb (K)_y,Eea (ev)_x,I1 (ev)_x,I2 (ev)_x,Tm (K)_x,AW_x,AN_x,Rm (nm)_x,Rc (nm)_x,Gp_x,P_x,VEC_x,sVEC_x,pVEC_x,dVEC_x,XP_x,XM_x,Cp (J/molK)_x,K (W/m)/K 300K_x,W_x,D_x,Hf (kJ/mol)_x,LP_x,Tb (K)_x,Element_y,Eea (ev)_y,I1 (ev)_y,I2 (ev)_y,Tm (K)_y,AW_y,AN_y,Rm (nm)_y,Rc (nm)_y,Gp_y,P_y,VEC_y,sVEC_y,pVEC_y,dVEC_y,XP_y,XM_y,Cp (J/molK)_y,K (W/m)/K 300K_y,W_y,D_y,Hf (kJ/mol)_y,LP_y,Tb (K)_y
1,25.0,55.0,20.0,0.0,0.0,0.0,0.0,0.0,1.236,7.726,2.029.227,1357.77,63.546,29,0.1278,0.132,11,4,11,1,0,10,1.9,1.85,24.44,401.0,4.7,8.96,13.05,11.872,2835.15,Mg,-0.4,7.646,150.355,923.15,24.305,12,0.1601,0.141,2,3,2,2,0,0,1.31,1.67,24.869,156.0,3.66,1.74,8.954,204.748,1363.15,1.916,5.525,1.077.888,1297.15,144.24,60.0,0.164,0.201,3.0,6.0,3.0,2.0,0.0,1.0,1.14,1.56,27.45,16.5,3.1,7.01,7.14,141.755,3347.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28.0,63.5,8.5,0.0,0.0,0.0,0.0,0.0,1.236,7.726,2.029.227,1357.77,63.546,29,0.1278,0.132,11,4,11,1,0,10,1.9,1.85,24.44,401.0,4.7,8.96,13.05,11.872,2835.15,La,0.55,5.577,1.105.871,1193.15,138.91,57,0.1879,0.207,3,6,3,2,0,1,1.1,1.32,27.11,13.5,3.4,6.15,6.2,148.598,3737.15,0.052,5.695,1.102.969,1050.15,87.62,38.0,0.2152,0.195,2.0,5.0,2.0,2.0,0.0,0.0,0.95,1.24,26.4,35.3,2.76,2.64,8.3,54.611,1655.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,33.0,51.5,15.5,0.0,0.0,0.0,0.0,0.0,1.236,7.726,2.029.227,1357.77,63.546,29,0.1278,0.132,11,4,11,1,0,10,1.9,1.85,24.44,401.0,4.7,8.96,13.05,11.872,2835.15,La,0.55,5.577,1.105.871,1193.15,138.91,57,0.1879,0.207,3,6,3,2,0,1,1.1,1.32,27.11,13.5,3.4,6.15,6.2,148.598,3737.15,0.052,5.695,1.102.969,1050.15,87.62,38.0,0.2152,0.195,2.0,5.0,2.0,2.0,0.0,0.0,0.95,1.24,26.4,35.3,2.76,2.64,8.3,54.611,1655.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,36.0,47.0,17.0,0.0,0.0,0.0,0.0,0.0,1.236,7.726,2.029.227,1357.77,63.546,29,0.1278,0.132,11,4,11,1,0,10,1.9,1.85,24.44,401.0,4.7,8.96,13.05,11.872,2835.15,La,0.55,5.577,1.105.871,1193.15,138.91,57,0.1879,0.207,3,6,3,2,0,1,1.1,1.32,27.11,13.5,3.4,6.15,6.2,148.598,3737.15,0.052,5.695,1.102.969,1050.15,87.62,38.0,0.2152,0.195,2.0,5.0,2.0,2.0,0.0,0.0,0.95,1.24,26.4,35.3,2.76,2.64,8.3,54.611,1655.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,40.0,10.0,50.0,0.0,0.0,0.0,0.0,0.0,1.236,7.726,2.029.227,1357.77,63.546,29,0.1278,0.132,11,4,11,1,0,10,1.9,1.85,24.44,401.0,4.7,8.96,13.05,11.872,2835.15,Hf,0.178,6.825,149.246,2506.15,178.49,72,0.1578,0.175,4,6,4,2,0,2,1.3,1.48,25.73,23.0,3.51,13.3,24.06,44.965,4876.15,1.157,7.64,1.816.863,1728.15,586.934,28.0,0.1246,0.124,10.0,4.0,10.0,2.0,0.0,8.0,1.91,1.82,26.07,90.7,5.15,8.9,17.47,10.793,3186.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,40.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,1.236,7.726,2.029.227,1357.77,63.546,29,0.1278,0.132,11,4,11,1,0,10,1.9,1.85,24.44,401.0,4.7,8.96,13.05,11.872,2835.15,La,0.55,5.577,1.105.871,1193.15,138.91,57,0.1879,0.207,3,6,3,2,0,1,1.1,1.32,27.11,13.5,3.4,6.15,6.2,148.598,3737.15,-0.4,7.646,150.355,923.15,24.305,12.0,0.1601,0.141,2.0,3.0,2.0,2.0,0.0,0.0,1.31,1.67,24.869,156.0,3.66,1.74,8.954,204.748,1363.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,45.5,18.1,36.4,0.0,0.0,0.0,0.0,0.0,1.236,7.726,2.029.227,1357.77,63.546,29,0.1278,0.132,11,4,11,1,0,10,1.9,1.85,24.44,401.0,4.7,8.96,13.05,11.872,2835.15,Mg,-0.4,7.646,150.355,923.15,24.305,12,0.1601,0.141,2,3,2,2,0,0,1.31,1.67,24.869,156.0,3.66,1.74,8.954,204.748,1363.15,0.025,6.113,1.187.128,1115.15,40.078,20.0,0.1976,0.176,2.0,4.0,2.0,2.0,0.0,0.0,1.0,1.32,25.929,200.0,2.71,1.54,8.54,41.692,1757.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,45.6,34.4,20.0,0.0,0.0,0.0,0.0,0.0,1.236,7.726,2.029.227,1357.77,63.546,29,0.1278,0.132,11,4,11,1,0,10,1.9,1.85,24.44,401.0,4.7,8.96,13.05,11.872,2835.15,Hf,0.178,6.825,149.246,2506.15,178.49,72,0.1578,0.175,4,6,4,2,0,2,1.3,1.48,25.73,23.0,3.51,13.3,24.06,44.965,4876.15,0.917,6.759,1.430.274,2750.15,92.906,41.0,0.1429,0.164,5.0,5.0,5.0,1.0,0.0,4.0,1.6,1.61,24.6,53.7,4.2,8.57,26.4,18.306,5017.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,45.0,5.0,50.0,0.0,0.0,0.0,0.0,0.0,1.236,7.726,2.029.227,1357.77,63.546,29,0.1278,0.132,11,4,11,1,0,10,1.9,1.85,24.44,401.0,4.7,8.96,13.05,11.872,2835.15,Fe,0.153,7.903,1.618.801,1811.15,55.845,26,0.1241,0.132,8,4,8,2,0,6,1.83,1.68,25.1,80.2,4.65,7.87,13.8,11.552,3134.15,0.076,6.828,1.357.517,1941.15,47.867,22.0,0.1462,0.16,4.0,4.0,4.0,2.0,0.0,2.0,1.54,1.46,25.06,21.9,4.1,4.506,15.45,51.316,3560.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,50.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,1.236,7.726,2.029.227,1357.77,63.546,29,0.1278,0.132,11,4,11,1,0,10,1.9,1.85,24.44,401.0,4.7,8.96,13.05,11.872,2835.15,Hf,0.178,6.825,149.246,2506.15,178.49,72,0.1578,0.175,4,6,4,2,0,2,1.3,1.48,25.73,23.0,3.51,13.3,24.06,44.965,4876.15,1.157,7.64,1.816.863,1728.15,586.934,28.0,0.1246,0.124,10.0,4.0,10.0,2.0,0.0,8.0,1.91,1.82,26.07,90.7,5.15,8.9,17.47,10.793,3186.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,50.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,1.236,7.726,2.029.227,1357.77,63.546,29,0.1278,0.132,11,4,11,1,0,10,1.9,1.85,24.44,401.0,4.7,8.96,13.05,11.872,2835.15,Hf,0.178,6.825,149.246,2506.15,178.49,72,0.1578,0.175,4,6,4,2,0,2,1.3,1.48,25.73,23.0,3.51,13.3,24.06,44.965,4876.15,1.157,7.64,1.816.863,1728.15,586.934,28.0,0.1246,0.124,10.0,4.0,10.0,2.0,0.0,8.0,1.91,1.82,26.07,90.7,5.15,8.9,17.47,10.793,3186.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,50.0,43.0,7.0,0.0,0.0,0.0,0.0,0.0,1.236,7.726,2.029.227,1357.77,63.546,29,0.1278,0.132,11,4,11,1,0,10,1.9,1.85,24.44,401.0,4.7,8.96,13.05,11.872,2835.15,Hf,0.178,6.825,149.246,2506.15,178.49,72,0.1578,0.175,4,6,4,2,0,2,1.3,1.48,25.73,23.0,3.51,13.3,24.06,44.965,4876.15,0.4328,5.986,1.882.883,933.47,2.698.154,13.0,0.1432,0.121,13.0,3.0,3.0,2.0,1.0,0.0,1.61,1.37,24.2,237.0,4.19,2.7,10.79,16.472,2792.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,50.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,1.236,7.726,2.029.227,1357.77,63.546,29,0.1278,0.132,11,4,11,1,0,10,1.9,1.85,24.44,401.0,4.7,8.96,13.05,11.872,2835.15,Ni,1.157,7.64,1.816.863,1728.15,586.934,28,0.1246,0.124,10,4,10,2,0,8,1.91,1.82,26.07,90.7,5.15,8.9,17.47,10.793,3186.15,0.43328,6.634,1.316.267,2128.15,91.224,40.0,0.1603,0.175,4.0,5.0,4.0,2.0,0.0,2.0,1.33,1.49,25.36,22.7,4.0,6.52,16.9,46.999,4682.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,50.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,1.236,7.726,2.029.227,1357.77,63.546,29,0.1278,0.132,11,4,11,1,0,10,1.9,1.85,24.44,401.0,4.7,8.96,13.05,11.872,2835.15,Ni,1.157,7.64,1.816.863,1728.15,586.934,28,0.1246,0.124,10,4,10,2,0,8,1.91,1.82,26.07,90.7,5.15,8.9,17.47,10.793,3186.15,0.076,6.828,1.357.517,1941.15,47.867,22.0,0.1462,0.16,4.0,4.0,4.0,2.0,0.0,2.0,1.54,1.46,25.06,21.9,4.1,4.506,15.45,51.316,3560.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,50.0,43.0,7.0,0.0,0.0,0.0,0.0,0.0,1.236,7.726,2.029.227,1357.77,63.546,29,0.1278,0.132,11,4,11,1,0,10,1.9,1.85,24.44,401.0,4.7,8.96,13.05,11.872,2835.15,Zr,0.43328,6.634,1.316.267,2128.15,91.224,40,0.1603,0.175,4,5,4,2,0,2,1.33,1.49,25.36,22.7,4.0,6.52,16.9,46.999,4682.15,0.4328,5.986,1.882.883,933.47,2.698.154,13.0,0.1432,0.121,13.0,3.0,3.0,2.0,1.0,0.0,1.61,1.37,24.2,237.0,4.19,2.7,10.79,16.472,2792.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,55.0,42.5,2.5,0.0,0.0,0.0,0.0,0.0,1.236,7.726,2.029.227,1357.77,63.546,29,0.1278,0.132,11,4,11,1,0,10,1.9,1.85,24.44,401.0,4.7,8.96,13.05,11.872,2835.15,Zr,0.43328,6.634,1.316.267,2128.15,91.224,40,0.1603,0.175,4,5,4,2,0,2,1.33,1.49,25.36,22.7,4.0,6.52,16.9,46.999,4682.15,0.43,5.999,2.051.407,3.029.146,69.723,31.0,0.1392,0.122,13.0,4.0,3.0,2.0,1.0,0.0,1.81,1.37,25.86,40.6,4.25,5.91,5.59,80.645,2477.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,56.4,1.0,42.6,0.0,0.0,0.0,0.0,0.0,1.236,7.726,2.029.227,1357.77,63.546,29,0.1278,0.132,11,4,11,1,0,10,1.9,1.85,24.44,401.0,4.7,8.96,13.05,11.872,2835.15,Nb,0.917,6.759,1.430.274,2750.15,92.906,41,0.1429,0.164,5,5,5,1,0,4,1.6,1.61,24.6,53.7,4.2,8.57,26.4,18.306,5017.15,0.076,6.828,1.357.517,1941.15,47.867,22.0,0.1462,0.16,4.0,4.0,4.0,2.0,0.0,2.0,1.54,1.46,25.06,21.9,4.1,4.506,15.45,51.316,3560.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,60.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,1.236,7.726,2.029.227,1357.77,63.546,29,0.1278,0.132,11,4,11,1,0,10,1.9,1.85,24.44,401.0,4.7,8.96,13.05,11.872,2835.15,Hf,0.178,6.825,149.246,2506.15,178.49,72,0.1578,0.175,4,6,4,2,0,2,1.3,1.48,25.73,23.0,3.51,13.3,24.06,44.965,4876.15,1.157,7.64,1.816.863,1728.15,586.934,28.0,0.1246,0.124,10.0,4.0,10.0,2.0,0.0,8.0,1.91,1.82,26.07,90.7,5.15,8.9,17.47,10.793,3186.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,60.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,1.236,7.726,2.029.227,1357.77,63.546,29,0.1278,0.132,11,4,11,1,0,10,1.9,1.85,24.44,401.0,4.7,8.96,13.05,11.872,2835.15,Ni,1.157,7.64,1.816.863,1728.15,586.934,28,0.1246,0.124,10,4,10,2,0,8,1.91,1.82,26.07,90.7,5.15,8.9,17.47,10.793,3186.15,0.076,6.828,1.357.517,1941.15,47.867,22.0,0.1462,0.16,4.0,4.0,4.0,2.0,0.0,2.0,1.54,1.46,25.06,21.9,4.1,4.506,15.45,51.316,3560.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,70.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,1.236,7.726,2.029.227,1357.77,63.546,29,0.1278,0.132,11,4,11,1,0,10,1.9,1.85,24.44,401.0,4.7,8.96,13.05,11.872,2835.15,Pb,0.357,7.417,1.503.342,600.61,207.2,82,0.175,0.146,14,6,4,2,2,0,2.33,1.62,26.65,35.3,4.18,11.3,4.799,32.207,2022.15,-0.6,9.394,1.796.445,692.68,65.38,30.0,0.1395,0.122,12.0,4.0,12.0,2.0,0.0,10.0,1.65,2.04,25.39,116.0,4.3,7.14,7.322,31.115,1180.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7.0,73.0,20.0,0.0,0.0,0.0,0.0,0.0,1.236,7.726,2.029.227,1357.77,63.546,29,0.1278,0.132,11,4,11,1,0,10,1.9,1.85,24.44,401.0,4.7,8.96,13.05,11.872,2835.15,Pd,0.562,8.337,1.938.125,1828.05,106.42,46,0.1375,0.139,10,5,10,0,0,10,2.2,1.83,25.98,71.8,5.0,12.0,17.6,15.447,3236.15,1.39,8.152,1.634.555,1687.15,28.085,14.0,0.1153,0.111,14.0,3.0,4.0,2.0,2.0,0.0,1.9,1.95,19.789,148.0,4.85,2.329,50.55,40.888,3538.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24.0,7.6,68.4,0.0,0.0,0.0,0.0,0.0,0.153,7.903,1.618.801,1811.15,55.845,26,0.1241,0.132,8,4,8,2,0,6,1.83,1.68,25.1,80.2,4.65,7.87,13.8,11.552,3134.15,Hf,0.178,6.825,149.246,2506.15,178.49,72,0.1578,0.175,4,6,4,2,0,2,1.3,1.48,25.73,23.0,3.51,13.3,24.06,44.965,4876.15,0.43328,6.634,1.316.267,2128.15,91.224,40.0,0.1603,0.175,4.0,5.0,4.0,2.0,0.0,2.0,1.33,1.49,25.36,22.7,4.0,6.52,16.9,46.999,4682.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,80.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.153,7.903,1.618.801,1811.15,55.845,26,0.1241,0.132,8,4,8,2,0,6,1.83,1.68,25.1,80.2,4.65,7.87,13.8,11.552,3134.15,P,0.747,10.487,1.976.473,317.35,3.097.376,15,0.106,0.107,15,3,5,2,3,0,2.19,2.27,23.824,0.235,5.1,2.16,0.657,2.010.332,553.15,1.39,8.152,1.634.555,1687.15,28.085,14.0,0.1153,0.111,14.0,3.0,4.0,2.0,2.0,0.0,1.9,1.95,19.789,148.0,4.85,2.329,50.55,40.888,3538.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,86.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.153,7.903,1.618.801,1811.15,55.845,26,0.1241,0.132,8,4,8,2,0,6,1.83,1.68,25.1,80.2,4.65,7.87,13.8,11.552,3134.15,Mn,-0.5,7.434,1.563.974,1519.15,5.493.805,25,0.135,0.139,7,4,7,2,0,5,1.55,1.65,26.32,7.82,3.9,7.3,12.05,320.085,2334.15,0.43328,6.634,1.316.267,2128.15,91.224,40.0,0.1603,0.175,4.0,5.0,4.0,2.0,0.0,2.0,1.33,1.49,25.36,22.7,4.0,6.52,16.9,46.999,4682.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,89.964,0.036,10.0,0.0,0.0,0.0,0.0,0.0,0.153,7.903,1.618.801,1811.15,55.845,26,0.1241,0.132,8,4,8,2,0,6,1.83,1.68,25.1,80.2,4.65,7.87,13.8,11.552,3134.15,Ge,1.233,7.899,1.593.512,1211.4,72.63,32,0.124,0.12,14,4,4,2,2,0,2.01,1.88,23.222,59.9,5.0,5.32,36.94,47.847,3106.15,0.43328,6.634,1.316.267,2128.15,91.224,40.0,0.1603,0.175,4.0,5.0,4.0,2.0,0.0,2.0,1.33,1.49,25.36,22.7,4.0,6.52,16.9,46.999,4682.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15.0,40.0,45.0,0.0,0.0,0.0,0.0,0.0,1.233,7.899,1.593.512,1211.4,72.63,32,0.124,0.12,14,4,4,2,2,0,2.01,1.88,23.222,59.9,5.0,5.32,36.94,47.847,3106.15,Nb,0.917,6.759,1.430.274,2750.15,92.906,41,0.1429,0.164,5,5,5,1,0,4,1.6,1.61,24.6,53.7,4.2,8.57,26.4,18.306,5017.15,0.43328,6.634,1.316.267,2128.15,91.224,40.0,0.1603,0.175,4.0,5.0,4.0,2.0,0.0,2.0,1.33,1.49,25.36,22.7,4.0,6.52,16.9,46.999,4682.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15.0,20.0,65.0,0.0,0.0,0.0,0.0,0.0,1.233,7.899,1.593.512,1211.4,72.63,32,0.124,0.12,14,4,4,2,2,0,2.01,1.88,23.222,59.9,5.0,5.32,36.94,47.847,3106.15,Ti,0.076,6.828,1.357.517,1941.15,47.867,22,0.1462,0.16,4,4,4,2,0,2,1.54,1.46,25.06,21.9,4.1,4.506,15.45,51.316,3560.15,0.43328,6.634,1.316.267,2128.15,91.224,40.0,0.1603,0.175,4.0,5.0,4.0,2.0,0.0,2.0,1.33,1.49,25.36,22.7,4.0,6.52,16.9,46.999,4682.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4.0,80.0,16.0,0.0,0.0,0.0,0.0,0.0,1.233,7.899,1.593.512,1211.4,72.63,32,0.124,0.12,14,4,4,2,2,0,2.01,1.88,23.222,59.9,5.0,5.32,36.94,47.847,3106.15,Nb,0.917,6.759,1.430.274,2750.15,92.906,41,0.1429,0.164,5,5,5,1,0,4,1.6,1.61,24.6,53.7,4.2,8.57,26.4,18.306,5017.15,1.39,8.152,1.634.555,1687.15,28.085,14.0,0.1153,0.111,14.0,3.0,4.0,2.0,2.0,0.0,1.9,1.95,19.789,148.0,4.85,2.329,50.55,40.888,3538.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,52.0,33.0,15.0,0.0,0.0,0.0,0.0,0.0,0.178,6.825,149.246,2506.15,178.49,72,0.1578,0.175,4,6,4,2,0,2,1.3,1.48,25.73,23.0,3.51,13.3,24.06,44.965,4876.15,Nb,0.917,6.759,1.430.274,2750.15,92.906,41,0.1429,0.164,5,5,5,1,0,4,1.6,1.61,24.6,53.7,4.2,8.57,26.4,18.306,5017.15,1.39,8.152,1.634.555,1687.15,28.085,14.0,0.1153,0.111,14.0,3.0,4.0,2.0,2.0,0.0,1.9,1.95,19.789,148.0,4.85,2.329,50.55,40.888,3538.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
